grade,lesson_term,subject,unit_order,unit_name,lesson_order,lesson_name
g6,t1,s3,u6,,l5,"الدرس الخامس: تطبيقات على التمثيلات البيانية"
g6,t1,s3,u6,,l4,"الدرس الرابع: استكشاف المخطط الصندوقي"
g6,t1,s3,u6,,l3,"الدرس الثالث: تمثيل البيانات بالمدرج التكراري"
g6,t1,s3,u6,,l2,"الدرس الثاني: استكشاف المدرج التكراري"
g6,t1,s3,u6,,l1,"الدرس الأول: البيانات والأسئلة الإحصائية"
g6,t1,s3,u5,,l4,"الدرس الرابع: التمثيل البياني للمتغيرات التابعة والمستقلة"
g6,t1,s3,u5,,l3,"الدرس الثالث: تحليل العلاقة بين المتغيرالتابع والمستقل"
g6,t1,s3,u5,,l2,"الدرس الثاني: تطبيقات على المتغيرات التابعة والمستقلة"
g6,t1,s3,u5,,l1,"الدرس الأول: العلاقة بين المتغير التابع والمتغير المستقل"
g6,t1,s3,u4,,l3,"الدرس الثالث: حل المتباينات."
g6,t1,s3,u4,,l2,"الدرس الثاني: استكشاف المتباينات"
g6,t1,s3,u4,,l1,"الدرس الأول: حل المعادلات الجبرية"
g6,t1,s3,u3,,l7,"الدرس السابع: تحديد المقادير الجبرية المتكافئة"
g6,t1,s3,u3,,l6,"الدرس السادس: تطبيقات على المقادير الجبرية"
g6,t1,s3,u3,,l5,"الدرس الخامس: إيجاد قيمة المقدار الجبري"
g6,t1,s3,u3,,l4,"الدرس الرابع: ترتيب العمليات والأسس"
g6,t1,s3,u3,,l3,"الدرس الثالث: كتابة مقادير جبرية"
g6,t1,s3,u3,,l2,"الدرس الثاني: تحليل التعبيرات الرياضية"
g6,t1,s3,u3,,l1,"الدرس الأول: تكوين تعبيرات رياضية"
g6,t1,s3,u2,,l6,"الدرس السادس: مقارنة القيَّم المطلقة"
g6,t1,s3,u2,,l5,"الدرس الخامس: استكشاف القيمة المطلقة"
g6,t1,s3,u2,,l4,"الدرس الرابع: مقارنة الأعداد النسبية وترتيبها"
g6,t1,s3,u2,,l3,"الدرس الثالث: تحليل الأعداد النسبية باستخدام النماذج"
g6,t1,s3,u2,,l2,"الدرس الثاني: استخدام خط الأعداد والرموز لمقارنة الأعداد"
g6,t1,s3,u2,,l1,"الدرس الأول: استخدام خط الأعداد لوصف البيانات"
g6,t1,s3,u1,,l4,"الدرس الرابع: تحليل المضاعف المشترك الأصغر"
g6,t1,s3,u1,,l3,"الدرس الثالث: كتابة تعبيرات عددية باستخدام (ع.م.أ)"
g6,t1,s3,u1,,l2,"الدرس الثاني: تحليل العدد إلى عوامله الأولية"
g6,t1,s3,u1,,l1,"الدرس الأول: استخدام القسمة المطولة في العالم من حولنا"
g6,t1,s2,u3,,l6,"هيئات مؤثرة في المجتمع العربي: 
                المنظمة العربية للتنمية الزراعية-المنظمة العربية للسياحة."
g6,t1,s2,u3,,l5,"الدرس الخامس: التجارة في وطننا العربي"
g6,t1,s2,u3,,l4,"الدرس الرابع: السياحة في وطننا العربي"
g6,t1,s2,u3,,l3,"الدرس الثالث: التعدين والصناعة في وطننا العربي"
g6,t1,s2,u3,,l2,"الدرس الثاني : الثروة الحيوانية والسمكية في وطننا العربي"
g6,t1,s2,u3,,l1,"الدرس الأول: الزراعة في وطننا العربي"
g6,t1,s2,u2,,l5,"شخصيات عربية مؤثرة : 
                النبي محمد صل الله عليه وسلم-الخليفة أبو بكر الصديق رضي الله عنه."
g6,t1,s2,u2,,l4,"الدرس الرابع: المشكلات البيئية في وطننا العربي"
g6,t1,s2,u2,,l3,"الدرس الثالث: الأقاليم المناخية والنباتية في وطننا العربي"
g6,t1,s2,u2,,l2,"الدرس الثاني: العوامل المؤثرة في مناخ وطننا العربي"
g6,t1,s2,u2,,l1,"الدرس الأول : مظاهر سطح وطننا العربي"
g6,t1,s2,u1,,l4,"الدرس الرابع: لمحات من حياة الخلفاء الراشدين.(رضي الله عنهم )"
g6,t1,s2,u1,,l3,"الدرس الثالث: هجرة الرسول )صلى الله عليه وسلم(  وتأسيس الدولة الإسلامية."
g6,t1,s2,u1,,l2,"الدرس الثاني: قصة ظهور الإسلام"
g6,t1,s2,u1,,l1,"الدرس الأوّل: الموقع الجغرافي لوطننا العربي"
g6,t1,s1,u6,,l3,"الدرس الثالث : التعبير الكتابي (كتابة منشور )."
g6,t1,s1,u6,,l2,"الدرس الثاني : نص معلوماتي ( آداب الحديث)."
g6,t1,s1,u6,,l1,"الدرس الأول : نص استماع (اتصال أم انفصال ؟  )."
g6,t1,s1,u5,,l3,"الدرس الثالث : التعبير الكتابي (الخطبة )."
g6,t1,s1,u5,,l2,"الدرس الثاني : نص معلوماتي ( الإشارة تواصل)."
g6,t1,s1,u5,,l1,"الدرس الأول : نص شعري ( دع الأيام تفعل ماتشاء ) الإمام الشافعي"
g6,t1,s1,u4,,l4,"الدرس الرابع : التعبير الكتابي (سرد وصفي)."
g6,t1,s1,u4,,l3,"الدرس الثالث : نص معلوماتي ( فن الاستماع)."
g6,t1,s1,u4,,l2,"الدرس الثاني : أذناي بخير"
g6,t1,s1,u4,,l1,"الدرس الأول : نص استماع ( حوار مع المعلمين  ) ."
g6,t1,s1,u3,,l3,"الدرس الثالث : التعبير الكتابي (كتابة حوار )."
g6,t1,s1,u3,,l2,"الدرس الثاني : نص معلوماتي ( فكر بإبداع)."
g6,t1,s1,u3,,l1,"الدرس الأول : نص استماع ( إصراري سرنجاحي )."
g6,t1,s1,u2,,l3,"الدرس الثالث : التعبير الكتابي ( كتابة رسالة )"
g6,t1,s1,u2,,l2,"الدرس الثاني : نص معلوماتي ( أنا ذكي)"
g6,t1,s1,u2,,l1,"الدرس الأول : نص شعري ( في يوم الشباب ) إبراهيم ناجي"
g6,t1,s1,u1,,l4,"الدرس الرابع : التعبير الكتابي (مذكرات يومية)"
g6,t1,s1,u1,,l3,"الدرس الثالث : نص معلوماتي ( التفكير وسبل النجاح)"
g6,t1,s1,u1,,l2,"الدرس الثاني : ما السر؟"
g6,t1,s1,u1,,l1,"الدرس الأول : نص استماع ( كن ولاتكن )"
g5,t2,s8,u4,,l2,"4.2 Patterns of Motion in The Sky"
g5,t2,s8,u4,,l1,"4.1 Effects of Gravity"
g5,t2,s8,u3,,l2,"3.2 Water As A Valuable Natural Resource"
g5,t2,s8,u3,,l1,"3.1 Hydrosphere and Biosphere Interactions"
g5,t2,s8,u2,,l5,"5-	Solving Multistep Story Problems with Addition and Subtraction`"
g5,t2,s8,u2,,l4,"4-	Bar Models, Variables, and Story Problems"
g5,t2,s8,u2,,l3,"2.3 Comparing Changes in Matter"
g5,t2,s8,u2,,l2,"2.2 Describing and Measuring Matter"
g5,t2,s8,u2,,l1,"2.1 Matter in The World Around Us"
g5,t2,s8,u1,,l3,"1.3 Changes in Food Webs"
g5,t2,s8,u1,,l2,"1.2 Energy Flow in Ecosystems"
g5,t2,s8,u1,,l1,"1.1 Plant Needs"
g5,t2,s7,u9,,l9,"9-	Fractions as Division"
g5,t2,s7,u9,,l8,"8-	Story Problems Involving Multiplication of Fractions and Mixed Numbers"
g5,t2,s7,u9,,l7,"7-	Multiplying Mixed Numbers Using Improper Fractions"
g5,t2,s7,u9,,l6,"6-	Multiplying Mixed Numbers"
g5,t2,s7,u9,,l5,"5-	Multiplying Fractions and Mixed Numbers"
g5,t2,s7,u9,,l4,"4-	Multiplying Fractions by Fractions"
g5,t2,s7,u9,,l3,"3-	Understanding Multiplication with Fractions"
g5,t2,s7,u9,,l2,"2-	Estimating Products of Fractions and Mixed Numbers"
g5,t2,s7,u9,,l13,"13-	Story Problems Involving Division of Whole Numbers and Unit Fractions"
g5,t2,s7,u9,,l12,"12-	Dividing Whole Numbers by Unit Fractions"
g5,t2,s7,u9,,l11,"11-	Dividing Unit Fractions by Whole Numbers"
g5,t2,s7,u9,,l10,"10-	Story Problems Involving Fractions as Division"
g5,t2,s7,u9,,l1,"1-	Multiplying a Fraction or Mixed Number by a Whole Number"
g5,t2,s7,u8,,l8,"8-	More Story Problems with Mixed Numbers"
g5,t2,s7,u8,,l7,"7-	Story Problems with Mixed Numbers"
g5,t2,s7,u8,,l6,"6-	Adding and Subtracting Mixed Numbers, Part 2"
g5,t2,s7,u8,,l5,"5-	Adding and Subtracting Mixed Numbers, Part 1"
g5,t2,s7,u8,,l4,"4-	Using Models to Add and Subtract Mixed Numbers"
g5,t2,s7,u8,,l3,"3-	Estimation with Mixed Numbers"
g5,t2,s7,u8,,l2,"2-	Finding Like Denominators"
g5,t2,s7,u8,,l1,"1-	Adding and Subtracting Mixed Numbers with Like Denominators"
g5,t2,s7,u7,,l6,"6-	Solving Story Problems with Fractions"
g5,t2,s7,u7,,l5,"5-	Adding and Subtracting Fractions with Unlike Denominators, Part 2"
g5,t2,s7,u7,,l4,"4-	Adding and Subtracting Fractions with Unlike Denominators, Part 1"
g5,t2,s7,u7,,l3,"3-	Using Models to Add and Subtract Fractions with Unlike Denominators"
g5,t2,s7,u7,,l2,"2-	Estimating Sums and Differences of Fractions"
g5,t2,s7,u7,,l1,"1-	Finding Like Denominators Using the LCM"
g5,t2,s7,u12,,l3,"3-	Making Pie Charts"
g5,t2,s7,u12,,l2,"2-	Understanding Pie Charts"
g5,t2,s7,u12,,l1,"1-	Introduction to Pie Charts"
g5,t2,s7,u11,,l9,"9-	Building Three-Dimensional Cities"
g5,t2,s7,u11,,l8,"8-	Solving Real-World Volume Story Problems"
g5,t2,s7,u11,,l7,"7-	Finding the Volume of Compound Shapes"
g5,t2,s7,u11,,l6,"6-	Using a Formula to Find Volume"
g5,t2,s7,u11,,l5,"5-	Finding a Formula"
g5,t2,s7,u11,,l4,"4-	Same Volume, Different Shape"
g5,t2,s7,u11,,l3,"3-	Estimating and Measuring Volume"
g5,t2,s7,u11,,l2,"2-	Measuring a New Dimension"
g5,t2,s7,u11,,l1,"1-	Multiple Dimensions"
g5,t2,s7,u10,,l9,"9-	From Patterns to Points"
g5,t2,s7,u10,,l8,"8-	Coordinate Designs"
g5,t2,s7,u10,,l7,"7-	Plotting Points on a Coordinate Plane"
g5,t2,s7,u10,,l6,"6-	Introduction to Coordinate Planes"
g5,t2,s7,u10,,l5,"5-	Applying the Area Formula"
g5,t2,s7,u10,,l4,"4-	Calculating Area with Fractional Dimensions"
g5,t2,s7,u10,,l3,"3-	Using Tiling to Calculate Area"
g5,t2,s7,u10,,l2,"2-	Tricky Triangles"
g5,t2,s7,u10,,l11,"11-	Interpreting Real-World Graphs"
g5,t2,s7,u10,,l10,"10-	Graphing Real-World Data"
g5,t2,s7,u10,,l1,"1-	Categories of Shapes"
g5,t2,s6,u6,,l5,"Lesson 5"
g5,t2,s6,u6,,l4,"Lesson 4"
g5,t2,s6,u6,,l3,"Lesson 3"
g5,t2,s6,u6,,l2,"Lesson 2"
g5,t2,s6,u6,,l1,"Lesson 1"
g5,t2,s6,u5,,l5,"Lesson 5"
g5,t2,s6,u5,,l4,"Lesson 4"
g5,t2,s6,u5,,l3,"Lesson 3"
g5,t2,s6,u5,,l2,"Lesson 2"
g5,t2,s6,u5,,l1,"Lesson 1"
g5,t2,s6,u4,,l5,"Lesson 5"
g5,t2,s6,u4,,l4,"Lesson 4"
g5,t2,s6,u4,,l3,"Lesson 3"
g5,t2,s6,u4,,l2,"Lesson 2"
g5,t2,s6,u4,,l1,"Lesson 1"
g5,t2,s6,u3,,l5,"Lesson 5"
g5,t2,s6,u3,,l4,"Lesson 4"
g5,t2,s6,u3,,l3,"Lesson 3"
g5,t2,s6,u3,,l2,"Lesson 2"
g5,t2,s6,u3,,l1,"Lesson 1"
g5,t2,s6,u2,,l5,"Lesson 5"
g5,t2,s6,u2,,l4,"Lesson 4"
g5,t2,s6,u2,,l3,"Lesson 3"
g5,t2,s6,u2,,l2,"Lesson 2"
g5,t2,s6,u2,,l1,"Lesson 1"
g5,t2,s6,u1,,l5,"Lesson 5"
g5,t2,s6,u1,,l4,"Lesson 4"
g5,t2,s6,u1,,l3,"Lesson 3"
g5,t2,s6,u1,,l2,"Lesson 2"
g5,t2,s6,u1,,l1,"Lesson 1"
g5,t2,s5,u4,,l4,"قيمة الشجاعة
            قصة جرس إنذار"
g5,t2,s5,u4,,l3,"قيمة العدل
قصة قطعة من الكعك"
g5,t2,s5,u4,,l2,"قيمة التواضع
قصة  شكرًا"
g5,t2,s5,u4,,l1,"قيمة الإتقان والمسئولية
قصة مفاجأة نهاية العالم"
g5,t2,s5,u3,,l4,"قيمة الشجاعة
            قصة العصا البيضاء"
g5,t2,s5,u3,,l3,"قيمة العدل
قصة الإذاعة  المدرسية"
g5,t2,s5,u3,,l2,"قيمة التواضع
قصة:في المشتل"
g5,t2,s5,u3,,l1,"قيمة الإتقان والمسئولية
قصة  فريق التنقيب"
g5,t2,s4,u4,,l3,"المفهوم الثالث
         
             (درجة سطوع الشمس)"
g5,t2,s4,u4,,l2,"المفهوم الثانى
(أنماط حركة الاجسام فى السماء)"
g5,t2,s4,u4,,l1,"المفهوم الأول
(تأثير الجاذبية)"
g5,t2,s4,u3,,l3,"المفهوم الثالث (مصادر الطاقة المتجددة)"
g5,t2,s4,u3,,l2,"المفهوم الثانى
(الماء كأهم الموارد الطبيعية على سطح الأرض)"
g5,t2,s4,u3,,l1,"التفاعلات بين الغلاف الحيوى والغلاف المائى"
g5,t2,s3,u6,,l4,"الرابع: تحديد الأنماط العددية"
g5,t2,s3,u6,,l3,"الثالث: رسم قطاعات دائرية"
g5,t2,s3,u6,,l2,"الثاني: فهم القطاعات الدائرية"
g5,t2,s3,u6,,l1,"الأول: مقدمة إلى القطاعات الدائرية"
g5,t2,s3,u5,,l9,"التاسع: بناء مدن ثلاثية الأبعاد"
g5,t2,s3,u5,,l8,"الثامن: حل مسائل كلامية حياتية عن الحجم"
g5,t2,s3,u5,,l7,"السابع: إيجاد حجم الأشكال الهندسية المركبة"
g5,t2,s3,u5,,l6,"السادس: استخدام قانون لحساب الحجم"
g5,t2,s3,u5,,l5,"الخامس: تحديد قانون لحساب الحجم"
g5,t2,s3,u5,,l4,"الرابع: نفس الحجم وشكل مختلف"
g5,t2,s3,u5,,l3,"الثالث: تقدير الحجم وقياسه"
g5,t2,s3,u5,,l2,"الثاني: قياس بُعد جديد"
g5,t2,s3,u5,,l1,"الأول: أبعاد متنوعة"
g5,t2,s3,u4,,l9,"التاسع: من الأنماط إلى النقاط"
g5,t2,s3,u4,,l8,"الثامن: رسومات باستخدام المستويات الإحداثية"
g5,t2,s3,u4,,l7,"السابع: تحديد النقاط على المستوى الإحداثي"
g5,t2,s3,u4,,l6,"السادس: مقدمة إلى المستويات الإحداثية"
g5,t2,s3,u4,,l5,"الخامس: تطبيق قانون المساحة"
g5,t2,s3,u4,,l4,"الرابع: حساب المساحة لأبعاد تحتوي على كسور"
g5,t2,s3,u4,,l3,"الثالث: حساب المساحة باستخدام أجزاء حائط الكسور"
g5,t2,s3,u4,,l2,"الثاني: مثلثات متنوعة"
g5,t2,s3,u4,,l11,"الحادي عشر: تفسير رسوم بيانية من الحياة اليومية"
g5,t2,s3,u4,,l10,"العاشر: رسوم بيانية لمسائل حياتية"
g5,t2,s3,u4,,l1,"الأول: فئات الأشكال الهندسية"
g5,t2,s3,u3,,l9,"التاسع: تمثيل قسمة الأعداد الصحيحة في صورة كسور"
g5,t2,s3,u3,,l8,"الثامن: مسائل كلامية على ضرب الكسور الاعتيادية والأعداد الكسرية"
g5,t2,s3,u3,,l7,"السابع: ضرب الأعداد الكسرية باستخدام كسور غير حقيقية"
g5,t2,s3,u3,,l6,"السادس: ضرب الأعداد الكسرية"
g5,t2,s3,u3,,l5,"الخامس: ضرب الكسور الاعتيادية في الأعداد الكسرية"
g5,t2,s3,u3,,l4,"الرابع: ضرب كسر اعتيادي في كسر اعتيادي"
g5,t2,s3,u3,,l3,"الثالث: فهم ضرب الكسور الاعتيادية"
g5,t2,s3,u3,,l2,"الثاني: تقدير ناتج ضرب الكسور الاعتيادية في الأعداد الكسرية"
g5,t2,s3,u3,,l13,"الخامس: ضرب الكسور الاعتيادية في الأعداد الكسرية"
g5,t2,s3,u3,,l12,"الثاني عشر: قسمة الأعداد الصحيحة على كسور الوحدة"
g5,t2,s3,u3,,l11,"الحادي عشر: قسمة كسور الوحدة على الأعداد الصحيحة"
g5,t2,s3,u3,,l10,"العاشر: مسائل كلامية لقسمة أعداد صحيحة"
g5,t2,s3,u3,,l1,"الأول: ضرب الكسور الاعتيادية والأعداد الكسرية في عدد صحيح"
g5,t2,s3,u2,,l8,"الثامن: مسائل كلامية أخرى بها أعداد كسرية"
g5,t2,s3,u2,,l7,"السابع: مسائل كلامية بها أعداد كسرية"
g5,t2,s3,u2,,l6,"السادس: جمع الأعداد الكسرية وطرحها - الجزء الثاني"
g5,t2,s3,u2,,l5,"الخامس: جمع الأعداد الكسرية وطرحها - الجزء الأول"
g5,t2,s3,u2,,l4,"الرابع: استخدام النماذج لجمع الأعداد الكسرية وطرحها"
g5,t2,s3,u2,,l3,"الثالث: القصص والأعداد"
g5,t2,s3,u2,,l2,"الثاني: إيجاد المقام المشترك"
g5,t2,s3,u2,,l1,"الأول: جمع الأعداد الكسرية متحدة المقام وطرحها"
g5,t2,s3,u1,,l6,"السادس: حل مسائل كلامية بها كسور اعتيادية"
g5,t2,s3,u1,,l5,"لخامس: جمع الكسور الاعتيادية غير متحدة المقام وطرحها - الجزء الثاني"
g5,t2,s3,u1,,l4,"الرابع: جمع الكسور الاعتيادية غير متحدة المقام وطرحها - الجزء الأول"
g5,t2,s3,u1,,l3,"الثالث: استخدام النماذج لجمع الكسور الاعتيادية غير متحدة المقام وطرحها"
g5,t2,s3,u1,,l2,"الثاني: تقدير مجموع الكسور الاعتيادية والفرق بينها"
g5,t2,s3,u1,,l1,"الأول: إيجاد كسور متحدة المقام باستخدام المضاعف المشترك الأصغر."
g5,t2,s2,u3,,l5,"هيئات مؤثِّرة في المجتمع المصري:
             
                  مكتبة الإسكندرية
 
                   المركز
                    الثقافي القومى ( دار الأوبرا
                    المصرية)"
g5,t2,s2,u3,,l4,"الدرس الرابع: البورصة المصرية"
g5,t2,s2,u3,,l3,"الدرس الثالث: التواصل الاقتصادي بين مصر والعالم"
g5,t2,s2,u3,,l2,"الدرس الثاني: التواصل العلمي والثقافي بين مصر والعالم"
g5,t2,s2,u3,,l1,"الدرس الأوّل: التواصل السياسي والعسكري بين مصر والعالم"
g5,t2,s2,u2,,l5,"شخصيات مصريّة مؤثِّرة:
             
                 الملك رمسيس الثاني
 
                 الرئيس الراحل محمد أنور السادات"
g5,t2,s2,u2,,l4,"الدرس الرابع: العلوم والآداب في بلدنا"
g5,t2,s2,u2,,l3,"الدرس الثالث: العمارة والفنون في بلدنا"
g5,t2,s2,u2,,l2,"الدرس الثاني:  مصر في عصرَي البطالمة والرومان"
g5,t2,s2,u2,,l1,"الدرس الأوّل: انتصارات بلدنا عبر العصور"
g5,t2,s2,u1,,l5,"الدرس الخامس: الحياة الدينية في بلدنا بين الماضي والحاضر"
g5,t2,s2,u1,,l4,"الدرس الرابع: الحياة الاجتماعية في بلدنا بين الماضي والحاضر"
g5,t2,s2,u1,,l3,"الدرس الثالث: مشكلة الزيادة السكّانية في بلدنا"
g5,t2,s2,u1,,l2,"الدرس الثاني: الهرم السكّاني لمصر"
g5,t2,s2,u1,,l1,"الدرس الأوّل: نمو السكّان وتوزيعهم في بلدنا"
g5,t1,s8,u3,,l7,"7-	Applications of measurement 2"
g5,t1,s8,u3,,l6,"6-	Applications of measurement 1"
g5,t1,s8,u3,,l5,"5-	Elapsed Time"
g5,t1,s8,u3,,l4,"4-	Units of Time"
g5,t1,s8,u3,,l3,"3-	Units of Capacity"
g5,t1,s8,u3,,l2,"2-	Measuring Mass"
g5,t1,s8,u3,,l1,"1-	Measuring length"
g5,t1,s8,u2,,l5,"5-	Solving Multistep Story Problems with Addition and Subtraction`"
g5,t1,s8,u2,,l4,"4-	Bar Models, Variables, and Story Problems"
g5,t1,s8,u2,,l3,"2.3 Comparing Changes in Matter"
g5,t1,s8,u2,,l2,"2.2 Describing and Measuring Matter"
g5,t1,s8,u2,,l1,"2.1 Matter in The World Around Us"
g5,t1,s8,u1,,l3,"1.3 Changes in Food Webs"
g5,t1,s8,u1,,l2,"1.2 Energy Flow in Ecosystems"
g5,t1,s8,u1,,l1,"1.1 Plant Needs"
g5,t1,s7,u6,,l4,"4-	Identifying Numerical Patterns"
g5,t1,s7,u6,,l3,"3-	Writing Expressions to Represent Scenarios"
g5,t1,s7,u6,,l2,"2-	Numerical Expressions with Parentheses"
g5,t1,s7,u6,,l1,"1-	Ordering of Mathematical Operations"
g5,t1,s7,u5,,l9,"9-	Solving Multistep Story Problems"
g5,t1,s7,u5,,l8,"8-	Measurement, Decimals, and Powers of Ten"
g5,t1,s7,u5,,l7,"7-	Decimals and the Metric System"
g5,t1,s7,u5,,l6,"6-	Multiplying Decimals through the Thousandths Place"
g5,t1,s7,u5,,l5,"5-	Multiplying Decimals through the Hundredths Place"
g5,t1,s7,u5,,l4,"4-	Multiply decimals using the area of a rectangle model"
g5,t1,s7,u5,,l3,"3-	Multiplying Tenths by Tenths"
g5,t1,s7,u5,,l2,"2-	Multiplying Decimals by Whole Numbers"
g5,t1,s7,u5,,l13,"13-	Dividing Decimals by Decimals"
g5,t1,s7,u5,,l12,"12-	Dividing Decimals by Whole Numbers"
g5,t1,s7,u5,,l11,"11-	Patterns and Relationships in Powers of Ten"
g5,t1,s7,u5,,l10,"10-	Dividing by Powers of Ten"
g5,t1,s7,u5,,l1,"1-	Multiplying by Powers of Ten"
g5,t1,s7,u4,,l5,"5-	Multistep Story Problems"
g5,t1,s7,u4,,l4,"4-	The relation between  division and  multiplication"
g5,t1,s7,u4,,l3,"3-	Using the division algorithm"
g5,t1,s7,u4,,l2,"2-	Estimating Quotients"
g5,t1,s7,u4,,l1,"1-	Dividing by a two-digit number"
g5,t1,s7,u3,,l5,"5-	Multiplication Problems in the Real World"
g5,t1,s7,u3,,l4,"4-	Multiplying Multi-Digit Numbers"
g5,t1,s7,u3,,l3,"3-	Multiplying by a 2-digit number using the algorithm"
g5,t1,s7,u3,,l2,"2-	The Distributive Property of Multiplication"
g5,t1,s7,u3,,l1,"1-	Using the Area Model to Multiply"
g5,t1,s7,u2,,l8,"8-	Factors or Multiples?"
g5,t1,s7,u2,,l7,"7-	Least Common Multiple (L.C.M )"
g5,t1,s7,u2,,l6,"6-	Identifying Multiples"
g5,t1,s7,u2,,l5,"5-	Greatest Common Factors (G.C.F)"
g5,t1,s7,u2,,l4,"4-	Prime Factorization"
g5,t1,s7,u2,,l3,"3-	Telling Stories with Numbers"
g5,t1,s7,u2,,l2,"2-	Variables in Equations"
g5,t1,s7,u2,,l1,"1-	Expressions, Equations, and Variables"
g5,t1,s7,u1,,l9,"9-	Estimating Decimal Differences"
g5,t1,s7,u1,,l8,"8-	Modeling Subtracting"
g5,t1,s7,u1,,l7,"7-	Modeling Decimal Addition"
g5,t1,s7,u1,,l6,"6-	Estimating Decimal Sums"
g5,t1,s7,u1,,l5,"5-	Rounding Decimals"
g5,t1,s7,u1,,l4,"4-	Comparing Decimals"
g5,t1,s7,u1,,l3,"3-	Composing and Decomposing Decimals"
g5,t1,s7,u1,,l2,"2-	Place Value Shuffle"
g5,t1,s7,u1,,l11,"11-	Decimal Story Problems"
g5,t1,s7,u1,,l10,"10-	Subtracting to the Thousandths Place"
g5,t1,s7,u1,,l1,"1-	Decimals to the Thousandths Place"
g5,t1,s6,u8,,l2,"Lesson 2"
g5,t1,s6,u8,,l1,"Lesson 1"
g5,t1,s6,u7,,l5,"Lesson 5"
g5,t1,s6,u7,,l4,"Lesson 4"
g5,t1,s6,u7,,l3,"Lesson 3"
g5,t1,s6,u7,,l2,"Lesson 2"
g5,t1,s6,u7,,l1,"Lesson 1"
g5,t1,s6,u6,,l5,"Lesson 5"
g5,t1,s6,u6,,l4,"Lesson 4"
g5,t1,s6,u6,,l3,"Lesson 3"
g5,t1,s6,u6,,l2,"Lesson 2"
g5,t1,s6,u6,,l1,"Lesson 1"
g5,t1,s6,u5,,l5,"Lesson 5"
g5,t1,s6,u5,,l4,"Lesson 4"
g5,t1,s6,u5,,l3,"Lesson 3"
g5,t1,s6,u5,,l2,"Lesson 2"
g5,t1,s6,u5,,l1,"Lesson 1"
g5,t1,s6,u4,,l2,"Lesson 2"
g5,t1,s6,u4,,l1,"Lesson 1"
g5,t1,s6,u3,,l5,"Lesson 5"
g5,t1,s6,u3,,l4,"Lesson 4"
g5,t1,s6,u3,,l3,"Lesson 3"
g5,t1,s6,u3,,l2,"Lesson 2"
g5,t1,s6,u3,,l1,"Lesson 1"
g5,t1,s6,u2,,l5,"Lesson 5"
g5,t1,s6,u2,,l4,"Lesson 4"
g5,t1,s6,u2,,l3,"Lesson 3"
g5,t1,s6,u2,,l2,"Lesson 2"
g5,t1,s6,u2,,l1,"Lesson 1"
g5,t1,s6,u1,,l5,"Lesson 5"
g5,t1,s6,u1,,l4,"Lesson 4"
g5,t1,s6,u1,,l3,"Lesson 3"
g5,t1,s6,u1,,l2,"Lesson 2"
g5,t1,s6,u1,,l1,"Lesson 1"
g5,t1,s5,u2,,l4,"قيمة الشجاعة
قصة رحلة إلى الصحراء"
g5,t1,s5,u2,,l3,"قيمة العدل
قصة في المتجر"
g5,t1,s5,u2,,l2,"قيمة التواضع
قصة النبتة الخجول"
g5,t1,s5,u2,,l1,"قيمة الإتقان والمسئولية
            قصة : من المسئول؟"
g5,t1,s5,u1,,l4,"قيمة الشجاعة
            قصة :أنا شجاعة"
g5,t1,s5,u1,,l3,"قيمة العدل
قصة هذا ليس عدلًا"
g5,t1,s5,u1,,l2,"قيمة التواضع
                قصة دور البطولة"
g5,t1,s5,u1,,l1,"قيمة الإتقان والمسئولية
            قصة حدث عابر"
g5,t1,s4,u2,,l3,"المفهوم الثالث
(مقارنة التغيرات فى المادة)"
g5,t1,s4,u2,,l2,"المفهوم الثانى
(وصف وقياس المادة)"
g5,t1,s4,u2,,l1,"المفهوم الأول
(المادة فى العالم من حولنا)"
g5,t1,s4,u1,,l3,"المفهوم الثالث
(التغيرات فى الشبكات الغذائية)"
g5,t1,s4,u1,,l2,"المفهوم الثانى
(انتقال الطاقة فى النظام البيئى)"
g5,t1,s4,u1,,l1,"المفهوم الأول
(احتياجات النبات)"
g5,t1,s3,u6,,l4,"الرابع: تحديد الأنماط العددية"
g5,t1,s3,u6,,l3,"الثالث: كتابة تعبير عددي لتمثيل موقف ما"
g5,t1,s3,u6,,l2,"الثاني: تعبيرات عددية تتضمن أقواسًا"
g5,t1,s3,u6,,l1,"الأول: ترتيب إجراء العمليات الحسابية"
g5,t1,s3,u5,,l9,"التاسع: حل مسائل كلامية متعددة الخطوات"
g5,t1,s3,u5,,l8,"الثامن: القياس والكسور العشرية وقوى العدد 10"
g5,t1,s3,u5,,l7,"السابع: الكسور العشرية والنظام المتري"
g5,t1,s3,u5,,l6,"السادس: ضرب الكسور العشرية حتى جزء من الألف"
g5,t1,s3,u5,,l5,"الخامس: ضرب الكسور العشرية حتى جزء من مائة"
g5,t1,s3,u5,,l4,"الرابع: ضرب الكسور العشرية باستخدام نموذج مساحة المستطيل"
g5,t1,s3,u5,,l3,"الثالث: ضرب الأجزاء من عشرة في أجزاء من عشرة"
g5,t1,s3,u5,,l2,"الثاني: عملية ضرب الكسور العشرية في أعداد صحيحة"
g5,t1,s3,u5,,l13,"الثالث عشر: قسمة كسور عشرية على كسور عشرية"
g5,t1,s3,u5,,l12,"الثاني عشر: قسمة كسور عشرية على أعداد صحيحة"
g5,t1,s3,u5,,l11,"الحادي عشر: الأنماط والعلاقات في قوى العدد 10"
g5,t1,s3,u5,,l10,"العاشر: القسمة على قوى العدد 10"
